Run,Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
1,685c6e3af712b89175be3837,6830a7ce41fc434d68b4ae38,RETURNED,Not Applicable,2025-06-25T21:46:44Z,NA,NA,2025-07-09T20:12:56Z,NA,NA,422,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
1,685c6e3b30366dc97df1e783,67b636c4ea38855cbb08ffe3,RETURNED,Not Applicable,2025-06-25T21:46:51Z,NA,NA,2025-07-09T20:12:56Z,NA,NA,655,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
1,685c6e43e7b42646ea0b81fc,65ebbbc0a6328372037a40c1,RETURNED,Not Applicable,2025-06-25T21:47:30Z,NA,NA,2025-07-09T20:12:56Z,NA,NA,2018,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
1,685c6e499b1f82c067670f50,583b397f54686200010f1d20,RETURNED,Not Applicable,2025-06-25T21:46:52Z,NA,NA,2025-07-09T20:12:56Z,NA,NA,12333,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
1,685c6e500ff8771a740f1974,6838c86c1a05e83ed452cf04,RETURNED,Not Applicable,2025-06-25T21:47:07Z,NA,NA,2025-07-09T20:12:56Z,NA,NA,376,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
1,685c6e59c659603e71e36cef,6833aed09ab439af2021ab22,RETURNED,Not Applicable,2025-06-25T21:47:18Z,NA,NA,2025-07-09T20:12:56Z,NA,NA,73,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
1,685c6e5b99a43750935f64ce,68449455f1f4ab210fb0a192,RETURNED,Not Applicable,2025-06-25T21:47:17Z,NA,NA,2025-07-09T20:12:56Z,NA,NA,218,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
1,685c6e5c5469729fcd10881d,6830cd2cb787d0ff958fd205,RETURNED,Not Applicable,2025-06-25T21:47:20Z,NA,NA,2025-07-09T20:12:56Z,NA,NA,355,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
1,685c6e5c82db873248f83bae,66d7a4ca0fcf61aba9eb9328,RETURNED,Not Applicable,2025-06-25T21:47:14Z,NA,NA,2025-07-09T20:12:56Z,NA,NA,495,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
1,685c6e606e6a382462dbc74b,67d72e56bfef3906846145ae,RETURNED,Not Applicable,2025-06-25T21:47:20Z,NA,NA,2025-07-09T20:12:56Z,NA,NA,1880,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
1,685c6e6ea97f5731bc3b30cd,5a4bf09053a4560001ba0ebf,RETURNED,Not Applicable,2025-06-25T21:47:26Z,NA,NA,2025-07-09T20:12:56Z,NA,NA,10304,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
1,685c6e70c17621f96e8c9a59,663633059d5ba66fc519115a,RETURNED,Not Applicable,2025-06-25T21:47:37Z,NA,NA,2025-07-09T20:12:56Z,NA,NA,1692,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
1,685c6e7a8c4ff24f17cfd6e4,6849d474faa787796d3caa77,RETURNED,Not Applicable,2025-06-25T21:47:38Z,NA,NA,2025-07-09T20:12:56Z,NA,NA,87,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
1,685c6e85def61b9abd4f40e7,66971a9cabd2bff3e5f60595,RETURNED,Not Applicable,2025-06-25T21:54:36Z,NA,NA,2025-07-09T20:12:56Z,NA,NA,1574,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
1,685c6e8744792831e98b817f,68595716ee410a090816b7dc,RETURNED,Not Applicable,2025-06-25T21:48:33Z,NA,NA,2025-07-09T20:12:56Z,NA,NA,107,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
1,685c6eb4c9963ec28a469f61,67db6b9f7ee1b0b7567ce00a,RETURNED,Not Applicable,2025-06-25T21:48:36Z,NA,NA,2025-07-09T20:12:56Z,NA,NA,505,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
